timestamp,ringer,day,time,lat,long,loc_provider,activity_confidence,light,distance,wifi_count,charging,bt_count,activity_vehicle,activity_bike,activity_foot,activity_still,activity_unknown,activity_tilting
1394533587,0,1,386,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533588,0,1,386,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533589,0,1,386,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533590,0,1,386,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533591,0,1,386,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533592,0,1,386,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533593,0,1,386,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533594,0,1,386,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533595,0,1,386,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533596,0,1,386,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533597,0,1,386,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533598,0,1,386,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533599,0,1,386,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533600,0,1,386,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533601,0,1,386,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533602,0,1,386,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533603,0,1,386,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533604,0,1,386,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533605,0,1,386,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533606,0,1,386,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533607,0,1,386,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533608,0,1,386,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533609,0,1,386,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533610,0,1,386,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533611,0,1,386,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533612,0,1,386,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533613,0,1,386,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533614,0,1,386,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533615,0,1,386,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533616,0,1,386,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533617,0,1,386,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533651,0,1,387,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533712,0,1,388,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533758,0,1,389,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533772,0,1,389,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533832,0,1,390,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533885,0,1,391,43.70584383,-72.29272071,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394533889,0,1,391,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394533890,0,1,391,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394533891,0,1,391,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394533892,0,1,391,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394533897,0,1,391,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394533953,0,1,392,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534013,0,1,393,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534073,0,1,394,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534134,0,1,395,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534185,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534189,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534190,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534191,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534194,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534195,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534196,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534197,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534198,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534199,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534200,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534201,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534202,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534203,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534204,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534205,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534206,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534207,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534208,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534209,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534210,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534211,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534212,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534213,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534214,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534215,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534216,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534217,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534218,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534219,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534220,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534221,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534222,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534223,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534224,0,1,396,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534255,0,1,397,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534316,0,1,398,43.70584383,-72.29272071,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534351,0,1,399,43.70549458,-72.29189924,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534354,0,1,399,43.70549458,-72.29189924,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534374,0,1,399,43.70549458,-72.29189924,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534434,0,1,400,43.70549458,-72.29189924,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534485,0,1,401,43.70549458,-72.29189924,1,100,0.0,5.0,6,1,1,0,0,0,1,0,0
1394534489,0,1,401,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534490,0,1,401,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534491,0,1,401,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534494,0,1,401,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534495,0,1,401,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534555,0,1,402,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534617,0,1,403,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534661,0,1,404,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534677,0,1,404,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534701,0,1,405,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534761,0,1,406,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534786,0,1,406,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534790,0,1,406,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534791,0,1,406,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534792,0,1,406,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534796,0,1,406,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534797,0,1,406,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534798,0,1,406,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534799,0,1,406,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534800,0,1,406,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534801,0,1,406,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534802,0,1,406,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534803,0,1,406,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534804,0,1,406,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534805,0,1,406,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534806,0,1,406,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534807,0,1,406,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534808,0,1,406,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534809,0,1,406,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534810,0,1,406,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534811,0,1,406,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534812,0,1,406,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534813,0,1,406,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534814,0,1,406,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534815,0,1,406,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534816,0,1,406,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534817,0,1,406,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534818,0,1,406,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534819,0,1,406,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534820,0,1,406,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534821,0,1,406,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534822,0,1,407,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534823,0,1,407,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534824,0,1,407,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534825,0,1,407,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534882,0,1,408,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534943,0,1,409,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394534991,0,1,409,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394535003,0,1,410,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394535063,0,1,411,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394535085,0,1,411,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394535087,0,1,411,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394535088,0,1,411,43.70549458,-72.29189924,1,100,0.0,5.0,9,1,1,0,0,0,1,0,0
1394535089,0,1,411,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535090,0,1,411,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535091,0,1,411,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535092,0,1,411,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535093,0,1,411,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535094,0,1,411,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535095,0,1,411,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535096,0,1,411,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535097,0,1,411,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535098,0,1,411,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535099,0,1,411,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535100,0,1,411,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535101,0,1,411,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535102,0,1,411,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535103,0,1,411,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535104,0,1,411,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535105,0,1,411,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535106,0,1,411,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535107,0,1,411,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535108,0,1,411,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535109,0,1,411,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535110,0,1,411,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535111,0,1,411,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535112,0,1,411,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535113,0,1,411,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535114,0,1,411,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535115,0,1,411,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535116,0,1,411,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535124,0,1,412,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535184,0,1,413,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535245,0,1,414,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535252,0,1,414,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535306,0,1,415,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535367,0,1,416,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535386,0,1,416,43.70549458,-72.29189924,1,100,0.0,5.0,7,1,1,0,0,0,1,0,0
1394535390,0,1,416,43.70549458,-72.29189924,1,100,0.0,5.0,10,1,1,0,0,0,1,0,0
